SampleID;Index;OlinkID;UniProt;Assay;MissingFreq;Panel;Panel_Lot_Nr;PlateID;QC_Warning;LOD;NPX;Normalization;Assay_Warning;Sample_Type;ExploreVersion
CONTROL_SAMPLE_P1_A12;12;OID20408;P41222;PTGDS;0;Cardiometabolic;B04405;P1;PASS;-6.9496;-0.2664;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20327;Q9HD89;RETN;0;Cardiometabolic;B04405;P1;PASS;-9.1908;-1.0568;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20158;Q9UHD0;IL19;0;Cardiometabolic;B04405;P1;PASS;-5.1515;-0.9501;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20893;Q92851;CASP10;0.1705;Neurology;B04406;P1;PASS;-6.4442;-4.4299;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20067;Q96N03;VSTM2L;0;Cardiometabolic;B04405;P1;PASS;-3.924;-3.049;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20171;Q8NI22;MCFD2;0;Cardiometabolic;B04405;P1;PASS;-5.838;-2.3111;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20486;P42701;IL12RB1;0.4205;Inflammation;B04403;P1;PASS;-3.7673;-3.136;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20989;Q9UL46;PSME2;0;Neurology;B04406;P1;PASS;-5.6777;-0.5438;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21249;Q9BSW2;CRACR2A;0;Oncology;B04404;P1;PASS;-4.894;-3.8347;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30382;P35579;MYH9;0.0114;Cardiometabolic_II;B13805;P1;PASS;-5.4042;-3.4958;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20470;Q12968;NFATC3;0.1932;Inflammation;B04403;P1;PASS;-3.4306;-3.6846;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30093;Q15059;BRD3;0.4773;Cardiometabolic_II;B13805;P1;PASS;-4.1334;-3.3726;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20629;Q12918;KLRB1;0;Inflammation;B04403;P1;PASS;-7.5525;-0.51;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30463;Q01201;RELB;0;Inflammation_II;B13803;P1;PASS;-4.8123;-3.1015;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31025;Q9UH03;SEPTIN3;0;Neurology_II;B13806;P1;PASS;-6.3303;-4.8087;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31402;Q86TE4;LUZP2;0;Oncology_II;B13804;P1;PASS;-9.1547;-6.5023;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21279;Q9UHD8;SEPTIN9;0.9091;Oncology;B04404;P1;PASS;-0.9878;-1.4733;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31314;Q9HC77;CENPJ;0.0455;Oncology_II;B13804;P1;PASS;-6.1292;-5.0982;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30752;P14151;SELL;0;Inflammation_II;B13803;P1;PASS;-2.749;-0.732;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30467;O00401;WASL;0.0114;Inflammation_II;B13803;P1;PASS;-4.9355;-4.097;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30709;P01019;AGT;0;Inflammation_II;B13803;P1;PASS;-9.5887;-3.8639;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20390;O14786;NRP1;0;Cardiometabolic;B04405;P1;PASS;-4.5891;-1.6208;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31017;Q9H6Q3;SLA2;0.1477;Neurology_II;B13806;P1;PASS;-7.315;-6.6159;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30565;O95157;NXPH3;0;Inflammation_II;B13803;P1;PASS;-4.1003;-1.8162;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30440;P24928;POLR2A;0.9545;Inflammation_II;B13803;P1;PASS;-2.048;-2.294;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30856;Q6QNY1;BLOC1S2;0.3295;Neurology_II;B13806;P1;PASS;-5.8036;-5.227;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21335;P55039;DRG2;0.6477;Oncology;B04404;P1;PASS;-3.4571;-3.851;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31243;Q9H293;IL25;0.4205;Oncology_II;B13804;P1;PASS;-4.4776;-4.0935;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20655;Q99616;CCL13;0;Inflammation;B04403;P1;PASS;-13.1056;-2.715;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21367;O60763;USO1;0;Oncology;B04404;P1;PASS;-8.0677;-6.6378;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21452;P09960;LTA4H;0.9773;Oncology;B04404;P1;PASS;-3.421;-4.696;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21152;Q8N149;LILRA2;0;Neurology;B04406;P1;PASS;-7.0821;-1.5937;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31371;Q96IQ7;VSIG2;0;Oncology_II;B13804;P1;PASS;-8.3713;-5.8722;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20277;P32942;ICAM3;0;Cardiometabolic;B04405;P1;PASS;-5.8784;-0.691;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20918;O00559;EBAG9;0;Neurology;B04406;P1;PASS;-3.3655;-2.3212;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20899;Q9Y4K4;MAP4K5;0;Neurology;B04406;P1;PASS;-4.6029;-1.2674;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20606;P42702;LIFR;0;Inflammation;B04403;P1;PASS;-7.1468;-1.236;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30464;Q9NZS2;KLRF1;0;Inflammation_II;B13803;P1;PASS;-2.9191;-1.4198;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21141;P30043;BLVRB;0.0227;Neurology;B04406;P1;PASS;-5.0681;-3.4587;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30490;P98170;XIAP;0;Inflammation_II;B13803;P1;PASS;-3.474;-2.7026;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30922;Q6UWJ8;CD164L2;0.1705;Neurology_II;B13806;P1;PASS;-4.8247;-3.9234;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20051;P61978;HNRNPK;0.0795;Cardiometabolic;B04405;P1;PASS;-4.2946;-2.6177;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20137;Q03154;ACY1;0;Cardiometabolic;B04405;P1;PASS;-3.3423;1.2764;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30279;Q96DR5;BPIFA2;0;Cardiometabolic_II;B13805;P1;PASS;-5.5278;1.5658;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30236;Q9H7C9;AAMDC;0;Cardiometabolic_II;B13805;P1;PASS;-2.0497;-1.6153;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20057;P55082;MFAP3;0.1364;Cardiometabolic;B04405;P1;PASS;-4.5725;-4.853;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31402;Q86TE4;LUZP2;0;Oncology_II;B13804;P1;PASS;-9.1547;-6.0844;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20701;Q9NZV1;CRIM1;0;Inflammation;B04403;P1;PASS;-6.8701;-1.3793;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31403;Q9NUW8;TDP1;0;Oncology_II;B13804;P1;PASS;-8.9707;-8.2634;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30104;Q13296;SCGB2A2;1;Cardiometabolic_II;B13805;P1;PASS;-0.4672;-1.8257;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21092;Q9P232;CNTN3;0;Neurology;B04406;P1;PASS;-7.4955;-2.1127;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20874;O94985;CLSTN1;0;Neurology;B04406;P1;PASS;-7.2234;-5.2796;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21211;Q9Y265;RUVBL1;0;Oncology;B04404;P1;PASS;-4.8589;-2.037;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21403;O43715;TRIAP1;0;Oncology;B04404;P1;PASS;-6.1828;-2.3177;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20761;O75563;SKAP2;0;Inflammation;B04403;P1;PASS;-6.2656;-3.4819;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30978;Q9BX66;SORBS1;0.9091;Neurology_II;B13806;P1;PASS;-4.5464;-5.8924;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31080;O77932;DXO;0.1477;Neurology_II;B13806;P1;PASS;-5.1039;-5.5402;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20698;P01133;EGF;0;Inflammation;B04403;P1;PASS;-6.6714;-2.8553;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30322;Q8N436;CPXM2;0.0114;Cardiometabolic_II;B13805;P1;PASS;-5.9824;-5.5148;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30962;Q8IY31;IFT20;0.2955;Neurology_II;B13806;P1;PASS;-4.7689;-3.9949;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31109;Q03252;LMNB2;0;Neurology_II;B13806;P1;PASS;-7.076;-4.7207;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30337;Q9BQS7;HEPH;0;Cardiometabolic_II;B13805;P1;PASS;-7.9669;-2.8971;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31221;P01100;FOS;0.8864;Oncology_II;B13804;P1;PASS;-4.1936;-4.2335;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30283;Q7L266;ASRGL1;0;Cardiometabolic_II;B13805;P1;PASS;-10.0185;-5.4653;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31122;P54315;PNLIPRP1;0;Neurology_II;B13806;P1;PASS;-10.8653;-5.3139;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20289;P15086;CPB1;0;Cardiometabolic;B04405;P1;PASS;-4.6322;-1.0625;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21004;P13500;CCL2;0;Neurology;B04406;P1;WARN;-9.7162;-0.8518;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30572;Q4VCS5;AMOT;0;Inflammation_II;B13803;P1;PASS;-3.5565;-1.4933;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21358;O00592;PODXL;0;Oncology;B04404;P1;PASS;-5.6939;-0.5119;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20961;P06748;NPM1;0;Neurology;B04406;P1;PASS;-3.098;-0.8841;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30928;P0DKB5;TPBGL;0;Neurology_II;B13806;P1;PASS;-4.4718;-3.7127;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30218;Q99942;RNF5;0;Cardiometabolic_II;B13805;P1;PASS;-4.7167;-3.2099;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31353;Q15796;SMAD2;0.5114;Oncology_II;B13804;P1;PASS;-5.3922;-6.337;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21475;O14974;PPP1R12A;0;Oncology;B04404;P1;PASS;-5.1228;-4.0866;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20768;P36941;LTBR;0;Inflammation;B04403;P1;PASS;-9.6652;-0.7805;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30598;P55083;MFAP4;0;Inflammation_II;B13803;P1;PASS;-2.765;-0.341;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21104;P35442;THBS2;0;Neurology;B04406;P1;PASS;-6.8276;-0.8502;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31335;O14717;TRDMT1;0.1364;Oncology_II;B13804;P1;PASS;-4.6071;-4.7141;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31372;Q6PKG0;LARP1;0.0114;Oncology_II;B13804;P1;PASS;-8.3186;-7.4132;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21476;O00244;ATOX1;0;Oncology;B04404;P1;PASS;-7.2676;-5.7824;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21285;Q9Y6A5;TACC3;0.2045;Oncology;B04404;P1;PASS;-4.039;-3.0892;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21331;P15848;ARSB;0;Oncology;B04404;P1;PASS;-6.0094;-2.6631;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30989;Q9UM54;MYO6;0.9773;Neurology_II;B13806;P1;PASS;-3.7555;-5.6231;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21490;Q96NY8;NECTIN4;0;Oncology;B04404;P1;PASS;-5.9649;-1.8373;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21516;P01298;PPY;0;Oncology;B04404;P1;PASS;-5.9937;-1.5105;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30835;P47874;OMP;0.7955;Neurology_II;B13806;P1;PASS;-3.7671;-3.8904;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20109;Q13444;ADAM15;0;Cardiometabolic;B04405;P1;PASS;-7.1308;-0.265;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30867;Q9Y3B9;RRP15;0.7614;Neurology_II;B13806;P1;PASS;-6.431;-6.7979;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20186;Q13275;SEMA3F;0;Cardiometabolic;B04405;P1;PASS;-4.6756;-0.0579;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30926;P43007;SLC1A4;0.4545;Neurology_II;B13806;P1;PASS;-4.0589;-4.104;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21235;Q9Y639;NPTN;0;Oncology;B04404;P1;PASS;-6.162;-3.8024;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31462;Q6PL24;TMED8;0.2045;Oncology_II;B13804;P1;PASS;-4.7271;-5.0171;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20163;O75340;PDCD6;0;Cardiometabolic;B04405;P1;PASS;-4.1471;-0.8988;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30104;Q13296;SCGB2A2;1;Cardiometabolic_II;B13805;P1;PASS;-0.4672;-3.3432;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30776;P01024;C3;0;Inflammation_II;B13803;P1;PASS;-10.2534;-2.4509;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20087;P09237;MMP7;0;Cardiometabolic;B04405;P1;PASS;-1.1236;3.8634;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30087;P35228;NOS2;0.4318;Cardiometabolic_II;B13805;P1;PASS;-2.9198;-3.5046;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20276;P07858;CTSB;0;Cardiometabolic;B04405;P1;PASS;-4.5946;-0.3527;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30980;Q8WWM7;ATXN2L;0.7841;Neurology_II;B13806;P1;PASS;-4.1974;-5.5781;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31140;Q9Y6X8;ZHX2;0;Neurology_II;B13806;P1;PASS;-4.9469;-4.2216;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21408;O14558;HSPB6;0;Oncology;B04404;P1;PASS;-7.4595;-1.8026;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20784;Q9BYZ8;REG4;0;Inflammation;B04403;P1;PASS;-10.159;-1.0063;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20313;P04085;PDGFA;0;Cardiometabolic;B04405;P1;PASS;-4.9685;-2.6019;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20435;O43707;ACTN4;0.9659;Inflammation;B04403;P1;PASS;-2.0598;-3.3352;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21384;Q16653;MOG;0;Oncology;B04404;P1;PASS;-5.6013;-0.7919;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30099;A6BM72;MEGF11;0.7273;Cardiometabolic_II;B13805;P1;WARN;-1.2506;-1.1221;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20254;Q14767;LTBP2;0;Cardiometabolic;B04405;P1;PASS;-7.0488;-0.7209;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21467;P35318;ADM;0;Oncology;B04404;P1;PASS;-7.9873;-1.1109;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31087;O60890;OPHN1;0;Neurology_II;B13806;P1;PASS;-6.3494;-4.0752;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20793;A1E959;ODAM;0.0114;Neurology;B04406;P1;PASS;-4.1239;-2.6344;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21338;Q9BS26;ERP44;0;Oncology;B04404;P1;PASS;-5.5757;-0.8342;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31187;P48165;GJA8;0.1364;Oncology_II;B13804;P1;PASS;-4.4958;-4.0171;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31413;Q9H6E4;CCDC134;0.8409;Oncology_II;B13804;P1;PASS;-7.3034;-7.3419;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20122;P00568;AK1;0.0568;Cardiometabolic;B04405;P1;PASS;-4.3594;-1.9536;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30857;Q9Y6U3;SCIN;0.5568;Neurology_II;B13806;P1;PASS;-5.1306;-5.8524;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30895;Q9ULH4;LRFN2;0.125;Neurology_II;B13806;P1;PASS;-2.7395;-1.8682;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21181;Q9Y5V3;MAGED1;0.0114;Oncology;B04404;P1;PASS;-3.3859;-2.3386;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21100;P05164;MPO;0;Neurology;B04406;P1;PASS;-6.8992;-2.4589;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20874;O94985;CLSTN1;0;Neurology;B04406;P1;PASS;-7.2234;-4.7514;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20218;O00161;SNAP23;0;Cardiometabolic;B04405;P1;PASS;-8.5502;-2.3956;Plate control;PASS;CONTROL;0.0.0
S02;77;OID30129;P05000;IFNW1;0.0568;Cardiometabolic_II;B13805;P1;PASS;-2.9088;-1.8217;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21304;O00233;PSMD9;0;Oncology;B04404;P1;PASS;-4.6396;-1.8939;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20776;Q8IYS5;OSCAR;0;Inflammation;B04403;P1;WARN;-9.9873;-1.7189;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20104;O75356;ENTPD5;0;Cardiometabolic;B04405;P1;PASS;-3.3307;-0.3726;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20126;Q05315;CLC;0;Cardiometabolic;B04405;P1;PASS;-4.0066;-1.4198;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21351;O75144;ICOSLG;0;Oncology;B04404;P1;PASS;-5.9038;0.1937;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31508;Q8NHZ8;CDC26;0;Oncology_II;B13804;P1;PASS;-7.575;-6.413;Plate control;PASS;CONTROL;0.0.0
S01;45;OID31224;Q12849;GRSF1;0.8409;Oncology_II;B13804;P1;PASS;-4.7682;-5.0094;Plate control;PASS;CONTROL;0.0.0
S02;77;OID31119;P13861;PRKAR2A;0;Neurology_II;B13806;P1;PASS;-5.4162;-1.6835;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21319;P38936;CDKN1A;0;Oncology;B04404;P1;PASS;-5.9396;-4.2274;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30745;P49908;SELENOP;0;Inflammation_II;B13803;P1;PASS;-4.2617;-3.0765;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30973;Q8IWP9;CCDC28A;0.6364;Neurology_II;B13806;P1;WARN;-4.8389;-4.366;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID21083;P08254;MMP3;0;Neurology;B04406;P1;PASS;-4.9857;0.0175;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30187;Q5W0V3;FHIP2A;0;Cardiometabolic_II;B13805;P1;PASS;-5.2377;-4.7438;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21229;Q9Y2Z0;SUGT1;0.6136;Oncology;B04404;P1;PASS;-3.5176;-4.4304;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20998;Q96GW7;BCAN;0;Neurology;B04406;P1;PASS;-6.321;-0.1063;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20591;P20783;NTF3;0;Inflammation;B04403;P1;PASS;-4.8103;-0.9393;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20589;O94992;HEXIM1;0;Inflammation;B04403;P1;PASS;-6.1199;-3.0879;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30680;P06744;GPI;0.0114;Inflammation_II;B13803;P1;PASS;-4.221;-3.4243;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20981;O14763;TNFRSF10B;0;Neurology;B04406;P1;WARN;-5.4652;-0.1219;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20970;Q6UX15;LAYN;0;Neurology;B04406;P1;PASS;-4.8595;0.4421;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30112;O00425;IGF2BP3;0.7273;Cardiometabolic_II;B13805;P1;PASS;-3.9358;-3.893;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20400;P01034;CST3;0;Cardiometabolic;B04405;P1;PASS;-10.0063;-1.0007;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30702;Q08830;FGL1;0;Inflammation_II;B13803;P1;PASS;-7.6584;-1.6345;Plate control;PASS;CONTROL;0.0.0
S01;45;OID21052;O75509;TNFRSF21;0;Neurology;B04406;P1;PASS;-11.0822;-3.5911;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20887;P30519;HMOX2;0;Neurology;B04406;P1;PASS;-5.3518;-2.564;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30674;Q92686;NRGN;0.0795;Inflammation_II;B13803;P1;PASS;-5.9021;-5.5451;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20287;P17813;ENG;0;Cardiometabolic;B04405;P1;PASS;-6.7261;-0.0947;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21040;P04233;CD74;0;Neurology;B04406;P1;PASS;-7.5862;-3.5978;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20242;P54760;EPHB4;0;Cardiometabolic;B04405;P1;PASS;-8.476;-2.3112;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20702;O14836;TNFRSF13B;0;Inflammation;B04403;P1;PASS;-7.6469;-0.674;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30132;Q16836;HADH;0;Cardiometabolic_II;B13805;P1;PASS;-4.2861;-2.5257;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20119;P34913;EPHX2;0.0114;Cardiometabolic;B04405;P1;PASS;-3.2888;-2.186;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20057;P55082;MFAP3;0.1364;Cardiometabolic;B04405;P1;PASS;-4.5725;-4.3963;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30583;Q9BRK3;MXRA8;0;Inflammation_II;B13803;P1;PASS;-4.0043;0.993;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20653;P43489;TNFRSF4;0;Inflammation;B04403;P1;PASS;-7.5616;-0.737;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID20781;O00182;LGALS9;0;Inflammation;B04403;P1;PASS;-10.2594;-1.2065;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID30548;O75688;PPM1B;0.0455;Inflammation_II;B13803;P1;PASS;-4.3852;-3.8025;Plate control;PASS;CONTROL;0.0.0
S02;77;OID21065;Q96B86;RGMA;0;Neurology;B04406;P1;PASS;-8.7857;-2.4031;Plate control;PASS;CONTROL;0.0.0
S01;45;OID30601;P04090;RLN2;0;Inflammation_II;B13803;P1;PASS;-6.8863;-1.8521;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID31324;Q96AT9;RPE;0.9773;Oncology_II;B13804;P1;PASS;-3.9099;-4.6062;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31377;Q9Y5E8;PCDHB15;0;Oncology_II;B13804;P1;PASS;-6.7358;-4.7693;Plate control;PASS;CONTROL;0.0.0
S01;45;OID20566;O76036;NCR1;0;Inflammation;B04403;P1;PASS;-5.2724;-1.1991;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID20546;Q9Y258;CCL26;0;Inflammation;B04403;P1;PASS;-8.0339;-4.4729;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID31101;Q6UX71;PLXDC2;0;Neurology_II;B13806;P1;WARN;-7.0924;-4.3591;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_B12;24;OID21506;O95721;SNAP29;0;Oncology;B04404;P1;PASS;-7.5521;-4.0051;Plate control;PASS;CONTROL;0.0.0
S02;77;OID20477;Q9P0M4;IL17C;0;Inflammation;B04403;P1;PASS;-4.9001;-2.3332;Plate control;PASS;CONTROL;0.0.0
CONTROL_SAMPLE_P1_A12;12;OID30448;P09693;CD3G;0.0114;Inflammation_II;B13803;P1;PASS;-4.1608;-3.7541;Plate control;PASS;CONTROL;0.0.0
